0.9,0.8,0.0,48428.4096832,2261.33119647,2615.61940171,379.023584285,0.0237259144816
0.9,0.8,16.6666666667,44308.6199915,2246.43386908,2484.82594743,337.375058138,0.0242437827076
0.9,0.8,33.3333333333,47621.4365659,2415.12790113,2587.51584846,380.682954517,0.0183874124684
0.9,0.8,50.0,39240.5758713,1928.60243243,2300.68323085,380.605579129,0.0198428296581
0.9,0.8,66.6666666667,41626.3609898,2101.64100895,2302.80453084,376.79833659,0.0175378271035
0.9,0.8,83.3333333333,46957.3238936,2362.26692105,2615.25312338,385.405024359,0.0208627715754
0.9,0.8,100.0,38279.1710791,1902.57428913,2212.04672376,366.243555642,0.0173867931754
0.9,0.8,116.666666667,39613.7808342,1928.18388544,2154.60668904,344.225387942,0.016278887245
0.9,0.8,133.333333333,39326.6127364,1857.71203273,2286.30852015,308.286376702,0.0328770440753
0.9,0.8,150.0,37643.8831899,1883.63674006,2114.98881149,330.401064681,0.0174662265763
0.9,0.8,166.666666667,34247.0396944,1560.26644307,1926.58797691,358.492106713,0.0154614426509
0.9,0.8,183.333333333,26932.6542207,1181.94851326,1626.37521169,363.208749053,0.0147113259104
0.9,0.8,200.0,22492.553105,1010.68750379,1457.18313686,364.805098728,0.0130757536894
0.9,0.8,216.666666667,22481.2236172,1091.17006979,1331.90335528,287.845738232,0.0127406525785
0.9,0.8,233.333333333,29015.1414173,1337.52182674,1803.65854671,296.899867259,0.0287067587617
0.9,0.8,250.0,25396.8075841,1174.0313556,1505.4656054,313.774559652,0.0138470983732
0.9,0.8,266.666666667,28733.077083,1396.43726728,1655.89732541,341.659703718,0.0156648890934
0.9,0.8,283.333333333,32936.9461948,1734.21257612,1839.9940562,248.811369574,0.0228636052111
0.9,0.8,300.0,22064.1562196,928.881185808,1403.57685997,375.196875493,0.0156553359574
0.9,0.8,316.666666667,37237.6421226,1948.46691049,2052.37158746,254.596791,0.027946560388
0.9,0.8,333.333333333,26373.5614841,1200.76537463,1627.50003291,310.483381742,0.0204341291505
0.9,0.8,350.0,32378.1057275,1793.98640915,1849.65024922,240.631454598,0.0286783225349
0.9,0.8,366.666666667,27764.619416,1206.7738631,1776.63941133,374.965449026,0.0185758937864
0.9,0.8,383.333333333,24918.8350557,1145.05670981,1559.93527109,304.409802984,0.024204627742
0.9,0.8,400.0,29594.5556572,1316.74005899,1817.45394614,336.011928562,0.0214764963455
0.9,0.8,416.666666667,25914.3606411,1204.58907372,1583.12803115,311.337790733,0.0200656894585
0.9,0.8,433.333333333,27578.3257946,1241.77211546,1649.68384688,366.041204821,0.0186494969318
0.9,0.8,450.0,26929.7145049,1176.06609568,1618.25024284,373.289686658,0.0163536685565
0.9,0.8,466.666666667,30399.3261389,1435.40146503,1965.49418614,284.596987387,0.0376745908811
0.9,0.8,483.333333333,28135.0488051,1316.04703739,1719.63743304,316.037273973,0.0245565059146
0.9,0.813333333333,0.0,47805.6829304,2239.28973423,2632.8334569,374.040454519,0.0254914737649
0.9,0.813333333333,16.6666666667,45509.0745301,2260.07496036,2565.52716248,346.234983312,0.0241837851947
